characteristic	 value	 user_id	 study_name	 
politicalid	2	10178446	pinus.ybalab.qiat.sc2
religionid	2	10178446	pinus.ybalab.qiat.sc2
genoccupation	25	10178446	pinus.ybalab.qiat.sc2
birthmonth	5	10178446	pinus.ybalab.qiat.sc2
major	5	10178446	pinus.ybalab.qiat.sc2
raceomb	6	10178446	pinus.ybalab.qiat.sc2
education	9	10178446	pinus.ybalab.qiat.sc2
religion	catholic	10178446	pinus.ybalab.qiat.sc2
sex	f	10178446	pinus.ybalab.qiat.sc2
citizenship	us	10178446	pinus.ybalab.qiat.sc2
residence	us	10178446	pinus.ybalab.qiat.sc2
dayofbirth	.	10181486	pinus.ybalab.qiat.sc2
relfamily	.	10181486	pinus.ybalab.qiat.sc2
birthmonth	10	10181486	pinus.ybalab.qiat.sc2
birthyear	1996	10181486	pinus.ybalab.qiat.sc2
ethnicityomb	2	10181486	pinus.ybalab.qiat.sc2
politicalid	2	10181486	pinus.ybalab.qiat.sc2
religionid	2	10181486	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10181486	pinus.ybalab.qiat.sc2
raceomb	6	10181486	pinus.ybalab.qiat.sc2
education	7	10181486	pinus.ybalab.qiat.sc2
major	7	10181486	pinus.ybalab.qiat.sc2
citizenship	ch	10181486	pinus.ybalab.qiat.sc2
residence	ch	10181486	pinus.ybalab.qiat.sc2
sex	f	10181486	pinus.ybalab.qiat.sc2
religion	protestant	10181486	pinus.ybalab.qiat.sc2
dayofbirth	.	10200810	pinus.ybalab.qiat.sc2
politicalid	1	10200810	pinus.ybalab.qiat.sc2
birthyear	1990	10200810	pinus.ybalab.qiat.sc2
ethnicityomb	2	10200810	pinus.ybalab.qiat.sc2
religionid	2	10200810	pinus.ybalab.qiat.sc2
genoccupation	25	10200810	pinus.ybalab.qiat.sc2
occupation	25-5000	10200810	pinus.ybalab.qiat.sc2
birthmonth	5	10200810	pinus.ybalab.qiat.sc2
major	5	10200810	pinus.ybalab.qiat.sc2
raceomb	5	10200810	pinus.ybalab.qiat.sc2
education	8	10200810	pinus.ybalab.qiat.sc2
sex	m	10200810	pinus.ybalab.qiat.sc2
religion	protestant	10200810	pinus.ybalab.qiat.sc2
residence	sm	10200810	pinus.ybalab.qiat.sc2
citizenship	us	10200810	pinus.ybalab.qiat.sc2
politicalid	-2	10220913	pinus.ybalab.qiat.sc2
dayofbirth	.	10220913	pinus.ybalab.qiat.sc2
genoccupation	11	10220913	pinus.ybalab.qiat.sc2
occupation	11-3000	10220913	pinus.ybalab.qiat.sc2
birthyear	1969	10220913	pinus.ybalab.qiat.sc2
ethnicityomb	2	10220913	pinus.ybalab.qiat.sc2
major	2	10220913	pinus.ybalab.qiat.sc2
religionid	3	10220913	pinus.ybalab.qiat.sc2
education	5	10220913	pinus.ybalab.qiat.sc2
raceomb	6	10220913	pinus.ybalab.qiat.sc2
birthmonth	8	10220913	pinus.ybalab.qiat.sc2
religion	catholic	10220913	pinus.ybalab.qiat.sc2
sex	f	10220913	pinus.ybalab.qiat.sc2
relfamily	other catholic	10220913	pinus.ybalab.qiat.sc2
citizenship	us	10220913	pinus.ybalab.qiat.sc2
residence	us	10220913	pinus.ybalab.qiat.sc2
dayofbirth	.	10220922	pinus.ybalab.qiat.sc2
politicalid	1	10220922	pinus.ybalab.qiat.sc2
religionid	1	10220922	pinus.ybalab.qiat.sc2
birthyear	1990	10220922	pinus.ybalab.qiat.sc2
ethnicityomb	2	10220922	pinus.ybalab.qiat.sc2
genoccupation	25	10220922	pinus.ybalab.qiat.sc2
occupation	25-3000	10220922	pinus.ybalab.qiat.sc2
major	5	10220922	pinus.ybalab.qiat.sc2
raceomb	6	10220922	pinus.ybalab.qiat.sc2
education	9	10220922	pinus.ybalab.qiat.sc2
relfamily	atheist	10220922	pinus.ybalab.qiat.sc2
sex	f	10220922	pinus.ybalab.qiat.sc2
religion	none	10220922	pinus.ybalab.qiat.sc2
residence	sm	10220922	pinus.ybalab.qiat.sc2
citizenship	us	10220922	pinus.ybalab.qiat.sc2
dayofbirth	.	10224628	pinus.ybalab.qiat.sc2
relfamily	.	10224628	pinus.ybalab.qiat.sc2
religionid	1	10224628	pinus.ybalab.qiat.sc2
birthmonth	10	10224628	pinus.ybalab.qiat.sc2
genoccupation	15	10224628	pinus.ybalab.qiat.sc2
birthyear	1989	10224628	pinus.ybalab.qiat.sc2
ethnicityomb	2	10224628	pinus.ybalab.qiat.sc2
politicalid	2	10224628	pinus.ybalab.qiat.sc2
major	4	10224628	pinus.ybalab.qiat.sc2
education	5	10224628	pinus.ybalab.qiat.sc2
raceomb	6	10224628	pinus.ybalab.qiat.sc2
sex	m	10224628	pinus.ybalab.qiat.sc2
religion	none	10224628	pinus.ybalab.qiat.sc2
residence	sm	10224628	pinus.ybalab.qiat.sc2
citizenship	us	10224628	pinus.ybalab.qiat.sc2
politicalid	-2	10226479	pinus.ybalab.qiat.sc2
dayofbirth	.	10226479	pinus.ybalab.qiat.sc2
birthyear	1954	10226479	pinus.ybalab.qiat.sc2
ethnicityomb	2	10226479	pinus.ybalab.qiat.sc2
religionid	3	10226479	pinus.ybalab.qiat.sc2
genoccupation	33	10226479	pinus.ybalab.qiat.sc2
occupation	33-xxxx	10226479	pinus.ybalab.qiat.sc2
raceomb	6	10226479	pinus.ybalab.qiat.sc2
education	7	10226479	pinus.ybalab.qiat.sc2
major	8	10226479	pinus.ybalab.qiat.sc2
birthmonth	9	10226479	pinus.ybalab.qiat.sc2
sex	f	10226479	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10226479	pinus.ybalab.qiat.sc2
reldenom	nondenominational church	10226479	pinus.ybalab.qiat.sc2
religion	protestant	10226479	pinus.ybalab.qiat.sc2
citizenship	us	10226479	pinus.ybalab.qiat.sc2
residence	us	10226479	pinus.ybalab.qiat.sc2
dayofbirth	.	10227024	pinus.ybalab.qiat.sc2
religionid	1	10227024	pinus.ybalab.qiat.sc2
birthyear	1985	10227024	pinus.ybalab.qiat.sc2
ethnicityomb	2	10227024	pinus.ybalab.qiat.sc2
politicalid	2	10227024	pinus.ybalab.qiat.sc2
genoccupation	25	10227024	pinus.ybalab.qiat.sc2
occupation	25-5000	10227024	pinus.ybalab.qiat.sc2
birthmonth	5	10227024	pinus.ybalab.qiat.sc2
major	5	10227024	pinus.ybalab.qiat.sc2
raceomb	6	10227024	pinus.ybalab.qiat.sc2
education	9	10227024	pinus.ybalab.qiat.sc2
relfamily	agnostic	10227024	pinus.ybalab.qiat.sc2
sex	f	10227024	pinus.ybalab.qiat.sc2
religion	none	10227024	pinus.ybalab.qiat.sc2
residence	sm	10227024	pinus.ybalab.qiat.sc2
citizenship	us	10227024	pinus.ybalab.qiat.sc2
citizenship	.	10228019	pinus.ybalab.qiat.sc2
dayofbirth	.	10228019	pinus.ybalab.qiat.sc2
education	.	10228019	pinus.ybalab.qiat.sc2
ethnicityomb	.	10228019	pinus.ybalab.qiat.sc2
genoccupation	.	10228019	pinus.ybalab.qiat.sc2
major	.	10228019	pinus.ybalab.qiat.sc2
politicalid	.	10228019	pinus.ybalab.qiat.sc2
raceomb	.	10228019	pinus.ybalab.qiat.sc2
religion	.	10228019	pinus.ybalab.qiat.sc2
religionid	.	10228019	pinus.ybalab.qiat.sc2
residence	.	10228019	pinus.ybalab.qiat.sc2
sex	.	10228019	pinus.ybalab.qiat.sc2
birthyear	1975	10228019	pinus.ybalab.qiat.sc2
politicalid	-2	10245750	pinus.ybalab.qiat.sc2
dayofbirth	.	10245750	pinus.ybalab.qiat.sc2
birthyear	1973	10245750	pinus.ybalab.qiat.sc2
ethnicityomb	2	10245750	pinus.ybalab.qiat.sc2
religionid	3	10245750	pinus.ybalab.qiat.sc2
birthmonth	6	10245750	pinus.ybalab.qiat.sc2
education	6	10245750	pinus.ybalab.qiat.sc2
raceomb	6	10245750	pinus.ybalab.qiat.sc2
major	7	10245750	pinus.ybalab.qiat.sc2
genoccupation	99-9999	10245750	pinus.ybalab.qiat.sc2
occupation	99-9999	10245750	pinus.ybalab.qiat.sc2
sex	f	10245750	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10245750	pinus.ybalab.qiat.sc2
reldenom	nondenominational church	10245750	pinus.ybalab.qiat.sc2
religion	protestant	10245750	pinus.ybalab.qiat.sc2
residence	sm	10245750	pinus.ybalab.qiat.sc2
citizenship	us	10245750	pinus.ybalab.qiat.sc2
dayofbirth	.	10255204	pinus.ybalab.qiat.sc2
relfamily	.	10255204	pinus.ybalab.qiat.sc2
residence	.	10255204	pinus.ybalab.qiat.sc2
birthmonth	11	10255204	pinus.ybalab.qiat.sc2
birthyear	1994	10255204	pinus.ybalab.qiat.sc2
ethnicityomb	2	10255204	pinus.ybalab.qiat.sc2
politicalid	2	10255204	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10255204	pinus.ybalab.qiat.sc2
religionid	3	10255204	pinus.ybalab.qiat.sc2
education	5	10255204	pinus.ybalab.qiat.sc2
raceomb	5	10255204	pinus.ybalab.qiat.sc2
major	7	10255204	pinus.ybalab.qiat.sc2
sex	f	10255204	pinus.ybalab.qiat.sc2
religion	protestant	10255204	pinus.ybalab.qiat.sc2
citizenship	us	10255204	pinus.ybalab.qiat.sc2
dayofbirth	.	10256676	pinus.ybalab.qiat.sc2
relfamily	.	10256676	pinus.ybalab.qiat.sc2
religionid	1	10256676	pinus.ybalab.qiat.sc2
genoccupation	11	10256676	pinus.ybalab.qiat.sc2
occupation	11-9000	10256676	pinus.ybalab.qiat.sc2
birthyear	1962	10256676	pinus.ybalab.qiat.sc2
birthmonth	2	10256676	pinus.ybalab.qiat.sc2
ethnicityomb	2	10256676	pinus.ybalab.qiat.sc2
major	2	10256676	pinus.ybalab.qiat.sc2
politicalid	2	10256676	pinus.ybalab.qiat.sc2
raceomb	5	10256676	pinus.ybalab.qiat.sc2
education	7	10256676	pinus.ybalab.qiat.sc2
sex	f	10256676	pinus.ybalab.qiat.sc2
religion	none	10256676	pinus.ybalab.qiat.sc2
citizenship	us	10256676	pinus.ybalab.qiat.sc2
residence	us	10256676	pinus.ybalab.qiat.sc2
dayofbirth	.	10264965	pinus.ybalab.qiat.sc2
ethnicityomb	.	10264965	pinus.ybalab.qiat.sc2
relfamily	.	10264965	pinus.ybalab.qiat.sc2
religionid	1	10264965	pinus.ybalab.qiat.sc2
birthmonth	10	10264965	pinus.ybalab.qiat.sc2
major	12	10264965	pinus.ybalab.qiat.sc2
birthyear	1988	10264965	pinus.ybalab.qiat.sc2
politicalid	2	10264965	pinus.ybalab.qiat.sc2
genoccupation	27	10264965	pinus.ybalab.qiat.sc2
raceomb	6	10264965	pinus.ybalab.qiat.sc2
education	7	10264965	pinus.ybalab.qiat.sc2
citizenship	ca	10264965	pinus.ybalab.qiat.sc2
residence	ca	10264965	pinus.ybalab.qiat.sc2
sex	f	10264965	pinus.ybalab.qiat.sc2
religion	none	10264965	pinus.ybalab.qiat.sc2
dayofbirth	.	10277330	pinus.ybalab.qiat.sc2
politicalid	0	10277330	pinus.ybalab.qiat.sc2
religionid	1	10277330	pinus.ybalab.qiat.sc2
birthmonth	11	10277330	pinus.ybalab.qiat.sc2
birthyear	1988	10277330	pinus.ybalab.qiat.sc2
ethnicityomb	2	10277330	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10277330	pinus.ybalab.qiat.sc2
education	5	10277330	pinus.ybalab.qiat.sc2
major	6	10277330	pinus.ybalab.qiat.sc2
raceomb	6	10277330	pinus.ybalab.qiat.sc2
sex	m	10277330	pinus.ybalab.qiat.sc2
religion	none	10277330	pinus.ybalab.qiat.sc2
residence	sm	10277330	pinus.ybalab.qiat.sc2
citizenship	us	10277330	pinus.ybalab.qiat.sc2
dayofbirth	.	10341772	pinus.ybalab.qiat.sc2
birthmonth	11	10341772	pinus.ybalab.qiat.sc2
major	11	10341772	pinus.ybalab.qiat.sc2
birthyear	1980	10341772	pinus.ybalab.qiat.sc2
ethnicityomb	2	10341772	pinus.ybalab.qiat.sc2
politicalid	2	10341772	pinus.ybalab.qiat.sc2
religionid	2	10341772	pinus.ybalab.qiat.sc2
genoccupation	25	10341772	pinus.ybalab.qiat.sc2
occupation	25-5000	10341772	pinus.ybalab.qiat.sc2
raceomb	4	10341772	pinus.ybalab.qiat.sc2
education	9	10341772	pinus.ybalab.qiat.sc2
religion	catholic	10341772	pinus.ybalab.qiat.sc2
sex	f	10341772	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10341772	pinus.ybalab.qiat.sc2
residence	sm	10341772	pinus.ybalab.qiat.sc2
citizenship	us	10341772	pinus.ybalab.qiat.sc2
dayofbirth	.	10380163	pinus.ybalab.qiat.sc2
genoccupation	15	10380163	pinus.ybalab.qiat.sc2
occupation	15-1000	10380163	pinus.ybalab.qiat.sc2
birthyear	1982	10380163	pinus.ybalab.qiat.sc2
birthmonth	2	10380163	pinus.ybalab.qiat.sc2
ethnicityomb	2	10380163	pinus.ybalab.qiat.sc2
politicalid	2	10380163	pinus.ybalab.qiat.sc2
religionid	2	10380163	pinus.ybalab.qiat.sc2
raceomb	3	10380163	pinus.ybalab.qiat.sc2
major	4	10380163	pinus.ybalab.qiat.sc2
education	7	10380163	pinus.ybalab.qiat.sc2
relfamily	baptist	10380163	pinus.ybalab.qiat.sc2
sex	f	10380163	pinus.ybalab.qiat.sc2
reldenom	general association of regular baptists	10380163	pinus.ybalab.qiat.sc2
citizenship	ph	10380163	pinus.ybalab.qiat.sc2
residence	ph	10380163	pinus.ybalab.qiat.sc2
religion	protestant	10380163	pinus.ybalab.qiat.sc2
dayofbirth	.	10391254	pinus.ybalab.qiat.sc2
politicalid	1	10391254	pinus.ybalab.qiat.sc2
religionid	1	10391254	pinus.ybalab.qiat.sc2
education	11	10391254	pinus.ybalab.qiat.sc2
birthyear	1944	10391254	pinus.ybalab.qiat.sc2
ethnicityomb	2	10391254	pinus.ybalab.qiat.sc2
occupation	29-1000	10391254	pinus.ybalab.qiat.sc2
genoccupation	2931	10391254	pinus.ybalab.qiat.sc2
raceomb	6	10391254	pinus.ybalab.qiat.sc2
major	7	10391254	pinus.ybalab.qiat.sc2
birthmonth	8	10391254	pinus.ybalab.qiat.sc2
relfamily	agnostic	10391254	pinus.ybalab.qiat.sc2
sex	f	10391254	pinus.ybalab.qiat.sc2
religion	none	10391254	pinus.ybalab.qiat.sc2
citizenship	us	10391254	pinus.ybalab.qiat.sc2
residence	us	10391254	pinus.ybalab.qiat.sc2
politicalid	-2	10392877	pinus.ybalab.qiat.sc2
dayofbirth	.	10392877	pinus.ybalab.qiat.sc2
genoccupation	15	10392877	pinus.ybalab.qiat.sc2
occupation	15-9999	10392877	pinus.ybalab.qiat.sc2
birthyear	1985	10392877	pinus.ybalab.qiat.sc2
ethnicityomb	2	10392877	pinus.ybalab.qiat.sc2
major	3	10392877	pinus.ybalab.qiat.sc2
religionid	4	10392877	pinus.ybalab.qiat.sc2
birthmonth	6	10392877	pinus.ybalab.qiat.sc2
raceomb	6	10392877	pinus.ybalab.qiat.sc2
education	7	10392877	pinus.ybalab.qiat.sc2
reldenom	christian churches & churches of christ	10392877	pinus.ybalab.qiat.sc2
relfamily	churchesofchrist	10392877	pinus.ybalab.qiat.sc2
sex	m	10392877	pinus.ybalab.qiat.sc2
religion	protestant	10392877	pinus.ybalab.qiat.sc2
citizenship	us	10392877	pinus.ybalab.qiat.sc2
residence	us	10392877	pinus.ybalab.qiat.sc2
dayofbirth	.	10399381	pinus.ybalab.qiat.sc2
birthmonth	1	10399381	pinus.ybalab.qiat.sc2
birthyear	1942	10399381	pinus.ybalab.qiat.sc2
ethnicityomb	2	10399381	pinus.ybalab.qiat.sc2
politicalid	2	10399381	pinus.ybalab.qiat.sc2
religionid	4	10399381	pinus.ybalab.qiat.sc2
education	6	10399381	pinus.ybalab.qiat.sc2
raceomb	6	10399381	pinus.ybalab.qiat.sc2
major	7	10399381	pinus.ybalab.qiat.sc2
genoccupation	99-0001	10399381	pinus.ybalab.qiat.sc2
occupation	99-0001	10399381	pinus.ybalab.qiat.sc2
sex	f	10399381	pinus.ybalab.qiat.sc2
relfamily	other: not listed	10399381	pinus.ybalab.qiat.sc2
religion	otherrelig	10399381	pinus.ybalab.qiat.sc2
citizenship	us	10399381	pinus.ybalab.qiat.sc2
residence	us	10399381	pinus.ybalab.qiat.sc2
dayofbirth	.	10437602	pinus.ybalab.qiat.sc2
religionid	1	10437602	pinus.ybalab.qiat.sc2
birthmonth	11	10437602	pinus.ybalab.qiat.sc2
major	11	10437602	pinus.ybalab.qiat.sc2
birthyear	1964	10437602	pinus.ybalab.qiat.sc2
ethnicityomb	2	10437602	pinus.ybalab.qiat.sc2
genoccupation	21	10437602	pinus.ybalab.qiat.sc2
occupation	21-1000	10437602	pinus.ybalab.qiat.sc2
politicalid	3	10437602	pinus.ybalab.qiat.sc2
raceomb	5	10437602	pinus.ybalab.qiat.sc2
education	6	10437602	pinus.ybalab.qiat.sc2
sex	f	10437602	pinus.ybalab.qiat.sc2
relfamily	other: not listed	10437602	pinus.ybalab.qiat.sc2
religion	otherrelig	10437602	pinus.ybalab.qiat.sc2
citizenship	us	10437602	pinus.ybalab.qiat.sc2
residence	us	10437602	pinus.ybalab.qiat.sc2
dayofbirth	.	10464044	pinus.ybalab.qiat.sc2
politicalid	0	10464044	pinus.ybalab.qiat.sc2
birthmonth	1	10464044	pinus.ybalab.qiat.sc2
genoccupation	11	10464044	pinus.ybalab.qiat.sc2
major	11	10464044	pinus.ybalab.qiat.sc2
occupation	11-9000	10464044	pinus.ybalab.qiat.sc2
birthyear	1962	10464044	pinus.ybalab.qiat.sc2
ethnicityomb	2	10464044	pinus.ybalab.qiat.sc2
religionid	3	10464044	pinus.ybalab.qiat.sc2
education	6	10464044	pinus.ybalab.qiat.sc2
raceomb	6	10464044	pinus.ybalab.qiat.sc2
sex	f	10464044	pinus.ybalab.qiat.sc2
relfamily	nondenominational	10464044	pinus.ybalab.qiat.sc2
reldenom	nondenominational church	10464044	pinus.ybalab.qiat.sc2
religion	protestant	10464044	pinus.ybalab.qiat.sc2
citizenship	us	10464044	pinus.ybalab.qiat.sc2
residence	us	10464044	pinus.ybalab.qiat.sc2
politicalid	-2	10495353	pinus.ybalab.qiat.sc2
dayofbirth	.	10495353	pinus.ybalab.qiat.sc2
education	10	10495353	pinus.ybalab.qiat.sc2
birthyear	1956	10495353	pinus.ybalab.qiat.sc2
ethnicityomb	2	10495353	pinus.ybalab.qiat.sc2
genoccupation	23	10495353	pinus.ybalab.qiat.sc2
occupation	23-1000	10495353	pinus.ybalab.qiat.sc2
religionid	3	10495353	pinus.ybalab.qiat.sc2
birthmonth	6	10495353	pinus.ybalab.qiat.sc2
raceomb	6	10495353	pinus.ybalab.qiat.sc2
major	9	10495353	pinus.ybalab.qiat.sc2
sex	m	10495353	pinus.ybalab.qiat.sc2
relfamily	methodist	10495353	pinus.ybalab.qiat.sc2
religion	protestant	10495353	pinus.ybalab.qiat.sc2
reldenom	united methodist	10495353	pinus.ybalab.qiat.sc2
citizenship	us	10495353	pinus.ybalab.qiat.sc2
residence	us	10495353	pinus.ybalab.qiat.sc2
dayofbirth	.	10497877	pinus.ybalab.qiat.sc2
politicalid	0	10497877	pinus.ybalab.qiat.sc2
genoccupation	11	10497877	pinus.ybalab.qiat.sc2
occupation	11-9000	10497877	pinus.ybalab.qiat.sc2
major	13	10497877	pinus.ybalab.qiat.sc2
birthyear	1968	10497877	pinus.ybalab.qiat.sc2
ethnicityomb	2	10497877	pinus.ybalab.qiat.sc2
religionid	3	10497877	pinus.ybalab.qiat.sc2
birthmonth	5	10497877	pinus.ybalab.qiat.sc2
raceomb	6	10497877	pinus.ybalab.qiat.sc2
education	9	10497877	pinus.ybalab.qiat.sc2
relfamily	anglican	10497877	pinus.ybalab.qiat.sc2
reldenom	episcopalian	10497877	pinus.ybalab.qiat.sc2
sex	f	10497877	pinus.ybalab.qiat.sc2
religion	protestant	10497877	pinus.ybalab.qiat.sc2
citizenship	us	10497877	pinus.ybalab.qiat.sc2
residence	us	10497877	pinus.ybalab.qiat.sc2
dayofbirth	.	10498670	pinus.ybalab.qiat.sc2
major	10	10498670	pinus.ybalab.qiat.sc2
birthyear	1996	10498670	pinus.ybalab.qiat.sc2
ethnicityomb	2	10498670	pinus.ybalab.qiat.sc2
politicalid	2	10498670	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10498670	pinus.ybalab.qiat.sc2
occupation	25-9999	10498670	pinus.ybalab.qiat.sc2
religionid	3	10498670	pinus.ybalab.qiat.sc2
education	5	10498670	pinus.ybalab.qiat.sc2
raceomb	6	10498670	pinus.ybalab.qiat.sc2
birthmonth	7	10498670	pinus.ybalab.qiat.sc2
religion	catholic	10498670	pinus.ybalab.qiat.sc2
sex	f	10498670	pinus.ybalab.qiat.sc2
relfamily	roman catholic	10498670	pinus.ybalab.qiat.sc2
residence	sm	10498670	pinus.ybalab.qiat.sc2
citizenship	us	10498670	pinus.ybalab.qiat.sc2
dayofbirth	.	10511623	pinus.ybalab.qiat.sc2
major	.	10511623	pinus.ybalab.qiat.sc2
politicalid	0	10511623	pinus.ybalab.qiat.sc2
birthyear	1998	10511623	pinus.ybalab.qiat.sc2
ethnicityomb	2	10511623	pinus.ybalab.qiat.sc2
birthmonth	3	10511623	pinus.ybalab.qiat.sc2
education	3	10511623	pinus.ybalab.qiat.sc2
genoccupation	39	10511623	pinus.ybalab.qiat.sc2
religionid	4	10511623	pinus.ybalab.qiat.sc2
raceomb	6	10511623	pinus.ybalab.qiat.sc2
sex	f	10511623	pinus.ybalab.qiat.sc2
religion	otherrelig	10511623	pinus.ybalab.qiat.sc2
residence	sm	10511623	pinus.ybalab.qiat.sc2
citizenship	us	10511623	pinus.ybalab.qiat.sc2
dayofbirth	.	10513725	pinus.ybalab.qiat.sc2
relfamily	.	10513725	pinus.ybalab.qiat.sc2
religionid	1	10513725	pinus.ybalab.qiat.sc2
education	10	10513725	pinus.ybalab.qiat.sc2
birthyear	1985	10513725	pinus.ybalab.qiat.sc2
ethnicityomb	2	10513725	pinus.ybalab.qiat.sc2
genoccupation	23	10513725	pinus.ybalab.qiat.sc2
politicalid	3	10513725	pinus.ybalab.qiat.sc2
raceomb	6	10513725	pinus.ybalab.qiat.sc2
birthmonth	7	10513725	pinus.ybalab.qiat.sc2
major	9	10513725	pinus.ybalab.qiat.sc2
residence	au	10513725	pinus.ybalab.qiat.sc2
sex	f	10513725	pinus.ybalab.qiat.sc2
religion	protestant	10513725	pinus.ybalab.qiat.sc2
citizenship	us	10513725	pinus.ybalab.qiat.sc2
dayofbirth	.	10534795	pinus.ybalab.qiat.sc2
genoccupation	.	10534795	pinus.ybalab.qiat.sc2
relfamily	.	10534795	pinus.ybalab.qiat.sc2
religionid	1	10534795	pinus.ybalab.qiat.sc2
birthyear	1956	10534795	pinus.ybalab.qiat.sc2
ethnicityomb	2	10534795	pinus.ybalab.qiat.sc2
major	3	10534795	pinus.ybalab.qiat.sc2
politicalid	3	10534795	pinus.ybalab.qiat.sc2
raceomb	6	10534795	pinus.ybalab.qiat.sc2
education	7	10534795	pinus.ybalab.qiat.sc2
birthmonth	8	10534795	pinus.ybalab.qiat.sc2
citizenship	ca	10534795	pinus.ybalab.qiat.sc2
sex	f	10534795	pinus.ybalab.qiat.sc2
religion	none	10534795	pinus.ybalab.qiat.sc2
residence	us	10534795	pinus.ybalab.qiat.sc2
dayofbirth	.	10536941	pinus.ybalab.qiat.sc2
relfamily	.	10536941	pinus.ybalab.qiat.sc2
religionid	1	10536941	pinus.ybalab.qiat.sc2
major	11	10536941	pinus.ybalab.qiat.sc2
birthyear	1994	10536941	pinus.ybalab.qiat.sc2
ethnicityomb	2	10536941	pinus.ybalab.qiat.sc2
politicalid	2	10536941	pinus.ybalab.qiat.sc2
genoccupation	25	10536941	pinus.ybalab.qiat.sc2
birthmonth	3	10536941	pinus.ybalab.qiat.sc2
raceomb	6	10536941	pinus.ybalab.qiat.sc2
education	7	10536941	pinus.ybalab.qiat.sc2
sex	f	10536941	pinus.ybalab.qiat.sc2
citizenship	ge	10536941	pinus.ybalab.qiat.sc2
residence	ge	10536941	pinus.ybalab.qiat.sc2
religion	none	10536941	pinus.ybalab.qiat.sc2
politicalid	-2	10550934	pinus.ybalab.qiat.sc2
dayofbirth	.	10550934	pinus.ybalab.qiat.sc2
relfamily	.	10550934	pinus.ybalab.qiat.sc2
religionid	.	10550934	pinus.ybalab.qiat.sc2
birthyear	1998	10550934	pinus.ybalab.qiat.sc2
ethnicityomb	2	10550934	pinus.ybalab.qiat.sc2
genoccupation	2931	10550934	pinus.ybalab.qiat.sc2
birthmonth	3	10550934	pinus.ybalab.qiat.sc2
education	6	10550934	pinus.ybalab.qiat.sc2
raceomb	6	10550934	pinus.ybalab.qiat.sc2
major	7	10550934	pinus.ybalab.qiat.sc2
sex	f	10550934	pinus.ybalab.qiat.sc2
religion	none	10550934	pinus.ybalab.qiat.sc2
citizenship	us	10550934	pinus.ybalab.qiat.sc2
residence	us	10550934	pinus.ybalab.qiat.sc2
dayofbirth	.	10555714	pinus.ybalab.qiat.sc2
relfamily	.	10555714	pinus.ybalab.qiat.sc2
politicalid	1	10555714	pinus.ybalab.qiat.sc2
genoccupation	19	10555714	pinus.ybalab.qiat.sc2
occupation	19-2000	10555714	pinus.ybalab.qiat.sc2
birthyear	1954	10555714	pinus.ybalab.qiat.sc2
ethnicityomb	2	10555714	pinus.ybalab.qiat.sc2
religionid	3	10555714	pinus.ybalab.qiat.sc2
major	6	10555714	pinus.ybalab.qiat.sc2
raceomb	6	10555714	pinus.ybalab.qiat.sc2
birthmonth	8	10555714	pinus.ybalab.qiat.sc2
education	9	10555714	pinus.ybalab.qiat.sc2
sex	m	10555714	pinus.ybalab.qiat.sc2
religion	protestant	10555714	pinus.ybalab.qiat.sc2
residence	sm	10555714	pinus.ybalab.qiat.sc2
citizenship	us	10555714	pinus.ybalab.qiat.sc2
dayofbirth	.	10561504	pinus.ybalab.qiat.sc2
ethnicityomb	.	10561504	pinus.ybalab.qiat.sc2
relfamily	.	10561504	pinus.ybalab.qiat.sc2
religionid	1	10561504	pinus.ybalab.qiat.sc2
birthyear	1962	10561504	pinus.ybalab.qiat.sc2
politicalid	2	10561504	pinus.ybalab.qiat.sc2
genoccupation	25	10561504	pinus.ybalab.qiat.sc2
occupation	25-xxxx	10561504	pinus.ybalab.qiat.sc2
birthmonth	3	10561504	pinus.ybalab.qiat.sc2
major	5	10561504	pinus.ybalab.qiat.sc2
raceomb	6	10561504	pinus.ybalab.qiat.sc2
education	8	10561504	pinus.ybalab.qiat.sc2
citizenship	ca	10561504	pinus.ybalab.qiat.sc2
residence	ca	10561504	pinus.ybalab.qiat.sc2
sex	f	10561504	pinus.ybalab.qiat.sc2
religion	none	10561504	pinus.ybalab.qiat.sc2
dayofbirth	.	10564356	pinus.ybalab.qiat.sc2
relfamily	.	10564356	pinus.ybalab.qiat.sc2
politicalid	0	10564356	pinus.ybalab.qiat.sc2
major	10	10564356	pinus.ybalab.qiat.sc2
birthmonth	11	10564356	pinus.ybalab.qiat.sc2
birthyear	1992	10564356	pinus.ybalab.qiat.sc2
ethnicityomb	2	10564356	pinus.ybalab.qiat.sc2
genoccupation	25-9999	10564356	pinus.ybalab.qiat.sc2
religionid	3	10564356	pinus.ybalab.qiat.sc2
education	5	10564356	pinus.ybalab.qiat.sc2
raceomb	5	10564356	pinus.ybalab.qiat.sc2
citizenship	ao	10564356	pinus.ybalab.qiat.sc2
religion	catholic	10564356	pinus.ybalab.qiat.sc2
sex	f	10564356	pinus.ybalab.qiat.sc2
residence	us	10564356	pinus.ybalab.qiat.sc2
dayofbirth	.	10566245	pinus.ybalab.qiat.sc2
