"","session_id","rsesQ04rt","rsesQ04","rsesQ01rt","rsesQ01","rsesQ06rt","rsesQ06","rsesQ10rt","rsesQ10","rsesQ02rt","rsesQ02","rsesQ08rt","rsesQ08","rsesQ05rt","rsesQ05","rsesQ09rt","rsesQ09","rsesQ03rt","rsesQ03","rsesQ07rt","rsesQ07","deqQ06rt","deqQ06","deqQ05rt","deqQ05","deqQ02rt","deqQ02","deqQ03rt","deqQ03","deqQ01","deqQ01rt","deqQ04","deqQ04rt","sdsQ1rt","sdsQ1","sdsQ13rt","sdsQ13","sdsQ3","sdsQ3rt","sdsQ9","sdsQ9rt","sdsQ5rt","sdsQ5","sdsQ2rt","sdsQ2","sdsQ15","sdsQ15rt","sdsQ4rt","sdsQ4","cesdQ03rt","cesdQ03","cesdQ04rt","cesdQ04","cesdQ02rt","cesdQ02","cesdQ01rt","cesdQ01","cesdQ05","cesdQ05rt","cesdScore","sdsQ7rt","sdsQ7","sdsQ16rt","sdsQ16","sdsQ10rt","sdsQ10","sdsQ6","sdsQ6rt","sdsQ14rt","sdsQ14","sdsQ8rt","sdsQ8","sdsQ11rt","sdsQ11","sdsQ12rt","sdsQ12","rsesQ02r","rsesQ05r","rsesQ06r","rsesQ08r","rsesQ09r","rses","deq6","sdsQ1r","sdsQ2r","sdsQ3r","sdsQ6r","sdsQ7r","sdsQ8r","sdsQ10r","sdsQ11r","sdsQ12r","sdsQ14r","sds"
"65",9853086,6038,3,2994,2,2897,3,3560,3,2517,3,3831,3,3066,3,2400,3,1880,3,4510,3,2921,3,4297,3,3194,3,3514,3,3,3426,3,3696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2.4,3,,,,,,,,,,,
"66",9853099,,,,,,,,,,,,,,,,,,,,,2972,4,1999,4,5371,4,5436,3,3,3712,3,3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,
"67",9853106,7741,2,2523,3,4611,2,3568,3,3596,3,3106,2,4029,3,5079,2,3844,3,3560,3,9846,4,2155,3,4374,3,4281,3,3,3218,3,2958,3392,2,,,,,1,4405,4795,,,,,,11015,1,3583,1,3563,3,5947,3,3360,3,2,5005,6,,,,,4230,1,,,2838,2,,,3997,2,7897,2,2,2,3,3,3,2.7,3.16666666666667,1,,,,,,2,1,1,1,1.14285714285714
"68",9853118,6095,4,2606,4,9045,3,2934,4,7616,1,7778,2,6707,1,3278,1,3660,4,3869,4,6943,3,3067,2,6025,2,4833,1,2,5776,2,3860,,,4577,1,,,,,3469,1,,,,,3962,2,3856,1,6538,1,2494,1,6170,1,2,3579,0,15335,2,,,,,,,2814,2,5090,2,5329,1,4521,2,4,4,2,3,4,3.7,2,,,,,1,1,,2,1,1,1.25
"69",9853246,5333,3,6739,4,9877,2,8174,3,6605,2,4509,1,4893,2,7849,2,4574,4,6728,4,11222,4,3877,4,10548,4,11054,2,2,24246,2,11517,,,6073,1,1,6338,,,,,,,2,4488,,,10617,1,9367,2,5919,2,5600,1,2,7139,2,,,,,12058,1,1,5739,4330,2,9161,1,14538,1,,,3,3,3,4,3,3.4,3,,,2,2,,2,2,2,,1,1.75
"70",9853252,8671,3,9378,4,4413,2,5137,3,4387,1,20292,3,4121,1,4698,1,3640,4,14409,3,19380,3,8277,2,13789,2,18047,2,2,8632,3,25911,4865,1,,,1,24389,,,,,7807,2,,,,,7233,1,5245,2,11055,2,3365,1,3,11677,2,,,2221,1,4238,1,,,8508,2,4030,2,,,5941,2,4,4,3,2,4,3.4,2.33333333333333,2,1,2,,,1,2,,1,1,1.375
"71",9853263,5515,3,6809,3,6714,2,6317,2,5503,2,4741,2,5711,1,4436,2,4620,3,4345,3,9011,3,5831,4,7185,3,5969,2,3,7740,2,9724,4459,1,,,,,2,3921,,,,,2,5264,,,5941,1,10869,2,10709,1,4411,1,1,4725,1,4476,1,,,,,,,4040,2,3923,1,4310,1,5950,2,3,4,3,3,3,3,2.83333333333333,2,,,,2,2,,2,1,1,1.75
"72",9853272,4013,3,2482,3,2542,3,3138,3,2842,3,2607,3,3014,2,5088,2,2542,3,103189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2.7,,,,,,,,,,,,
"73",9853276,3373,4,3173,1,2868,4,2693,1,3522,4,3795,4,5465,4,4800,4,2935,4,5902,2,7508,4,2061,4,4487,4,5897,2,4,2793,4,4225,5243,1,,,,,1,2945,,,,,2,3321,4905,1,5663,2,2349,4,4489,4,2755,4,4,4298,10,3902,1,,,5273,2,,,,,7469,2,,,6045,1,1,1,1,1,1,1.7,3.66666666666667,2,,,,2,1,1,,2,,1.5
"74",9853293,2614,3,2374,4,3687,2,6615,4,4998,2,6477,3,6660,1,6942,1,2656,3,7398,3,7332,4,2197,4,6589,2,3983,3,3,4974,3,4750,,,,,1,3003,1,4879,,,,,2,26475,5742,2,3790,1,2926,1,13138,2,3847,1,1,3751,1,2415,1,,,8138,1,2,5103,,,3621,1,,,,,3,4,3,2,4,3.3,3.16666666666667,,,2,1,2,2,2,,,,1.75
"75",9853316,4683,3,2827,3,10221,2,7089,3,5829,1,5742,2,3580,2,9666,2,3484,3,5861,3,6531,2,4272,2,5083,2,3956,3,2,5890,2,8203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,3,3.1,2.16666666666667,,,,,,,,,,,
"76",9853322,6685,3,4156,3,4120,3,4674,3,7418,3,8751,4,7991,2,5689,2,7762,4,9006,4,13209,3,2976,3,9374,2,3437,3,3,7414,3,6182,5153,2,,,2,8744,1,3770,6459,1,,,,,4065,1,5347,1,7983,2,24033,2,6279,2,3,10362,3,9158,1,,,,,,,,,6578,2,7463,2,,,2,3,2,1,3,2.8,2.83333333333333,1,,1,,2,1,,1,,,1.125
"77",9853333,4775,3,2165,3,8198,3,4399,2,4803,3,2528,3,3292,2,6983,2,2556,3,6758,3,9093,3,2000,3,8011,3,20352,3,3,3518,2,8273,,,,,,,1,5809,,,,,1,7439,4585,2,6537,1,5695,1,3697,1,2375,1,2,4047,0,2401,1,,,3201,1,2,3523,2062,2,,,,,2846,1,2,3,2,2,3,2.6,2.83333333333333,,,,1,2,,2,,2,1,1.5
"78",9853355,17659,3,4568,3,5648,3,4825,3,9073,3,3436,3,4713,2,4487,2,4834,4,10102,3,13568,3,4289,3,7768,3,8514,2,3,5262,2,7271,,,,,2,12383,2,4437,6730,1,,,,,8624,,5460,1,12781,1,4456,1,2796,1,1,10113,0,,,,,6207,1,1,3862,3019,1,5962,1,,,,,2,3,2,2,3,2.8,2.66666666666667,,,1,2,,2,2,,,2,1.71428571428571
"79",9853386,281,,800,,981,,139,,366,,240,,283,,183,,337,,166,,359,,580,,359,,400,,,691,,4914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"80",9853415,8474,3,23315,3,16949,2,7966,3,12764,3,7584,3,11636,1,11627,2,8564,4,7177,4,11097,4,5838,4,14472,4,12207,3,3,16083,4,6432,12329,1,6927,1,,,,,11707,1,9841,2,2,9174,,,23620,1,7979,2,9257,2,6053,1,1,6744,2,,,4120,1,,,,,8681,2,,,11171,2,,,2,4,3,2,3,3.1,3.66666666666667,2,1,,,,,,1,,1,1.25
"81",9853462,8776,3,3861,3,3957,1,4882,4,6559,1,5130,2,4708,2,6531,1,4798,3,6113,3,8519,2,6293,2,9712,2,10868,2,2,5370,2,5023,7297,1,9817,2,,,1,6553,,,8430,2,,,5989,1,6976,1,4550,1,2957,1,2406,1,2,4201,0,,,,,4904,1,1,5515,,,6836,2,,,,,4,3,4,3,4,3.4,2,2,1,,2,,1,2,,,,1.5
"82",9853490,4250,1,7077,2,3129,2,4688,4,4011,2,4050,3,5219,2,4823,1,2855,4,4063,4,5087,4,2676,4,6034,3,3987,4,2,7802,4,3402,4314,1,7014,1,,,,,,,4135,2,1,4667,,,3829,1,4997,2,4250,4,4188,2,3,3617,5,,,3365,2,4593,1,2,4438,,,,,5513,2,,,3,3,3,2,4,3,3.5,2,1,,1,,,2,1,,,1.375
"83",9853519,5645,3,3564,3,2785,1,6077,3,5323,1,3941,1,3146,1,4069,1,2832,3,5111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3.5,,,,,,,,,,,,
"84",9853578,4952,3,3365,3,2699,3,7314,3,5404,3,3149,3,4555,2,5253,3,3033,3,6933,3,7469,3,3143,3,6299,3,5052,2,3,7895,1,5498,6785,1,,,,,,,3364,1,36356,1,,,,,3448,1,4961,2,3493,3,5202,3,3,3124,5,3317,1,,,3765,2,2,4252,2757,1,5932,1,,,,,2,3,2,2,2,2.6,2.5,2,2,,1,2,2,1,,,2,1.625
"85",9853587,2802,4,3722,2,3046,3,4045,2,4391,2,3728,4,4552,2,4087,2,6028,4,3926,4,2628,4,2416,4,4338,4,3702,4,4,2700,4,3683,,,,,1,3016,2,3753,,,4469,1,,,,,5394,1,7981,2,7023,3,3630,3,4,2916,5,2923,1,3747,2,,,1,3265,3354,2,,,,,4261,2,3,3,2,1,3,2.8,4,,2,2,2,2,,,,1,1,1.75
"86",9853589,6682,4,3219,3,5113,1,3577,3,4549,2,5899,2,4525,1,5020,1,3552,4,13367,4,7077,4,2900,3,7348,3,25549,2,3,5590,4,4170,7908,2,,,2,6108,,,5675,2,,,1,5723,,,5224,1,2479,1,12865,2,5315,1,1,4165,1,,,,,6466,2,1,4857,,,6994,1,,,4318,1,3,4,4,3,4,3.6,3.16666666666667,1,,1,2,,2,1,,2,,1.5
"87",9853599,4649,4,7404,3,4095,4,7380,2,6839,4,7976,3,9179,1,12571,2,4674,4,6851,4,6763,4,11949,4,12723,3,4957,4,3,8187,4,5825,5316,2,,,,,,,,,3763,2,1,5545,,,4121,1,6519,1,14695,1,6356,1,4,5944,0,4579,1,4906,1,7906,1,2,4211,,,,,5245,2,,,1,4,1,2,3,2.8,3.66666666666667,1,1,,1,2,,2,1,,,1.25
"88",9853600,6993,4,3101,3,6483,3,7282,3,3833,2,3846,3,4954,2,4377,1,4536,1,7506,3,3146,3,3293,3,3350,3,7060,3,3,4017,3,3913,,,5672,1,,,,,,,3916,1,2,8786,5010,1,6119,1,3654,2,10529,3,7753,2,2,4023,4,,,3338,1,,,,,3172,2,10943,1,5442,2,,,3,3,2,2,4,2.8,3,,2,,,,2,,1,,1,1.375
"89",9853620,5094,3,5452,3,4000,1,3066,4,1616,1,6290,1,3058,1,4811,1,2935,3,3236,4,7674,4,5538,3,21995,2,3437,3,2,10071,3,4866,,,,,2,6088,1,5776,2448,1,6107,2,1,4436,,,2933,1,3268,2,9428,1,8146,1,3,3145,1,,,2780,2,,,2,4537,,,,,,,6659,2,4,4,4,4,4,3.7,2.83333333333333,,1,1,1,,,,,1,,1.125
"90",9853671,4340,4,3276,3,9171,2,7474,3,6483,2,4627,3,9474,1,7439,1,3668,4,5667,3,6726,2,3231,3,6123,2,4322,1,1,4684,3,5661,6621,1,,,,,,,,,,,2,4521,,,5917,1,3994,1,4871,1,6346,2,3,3651,1,,,,,4523,2,2,4646,3481,2,9028,1,5169,2,3926,2,3,4,3,2,4,3.3,2,2,,,1,,2,1,1,1,1,1.375
"91",9853746,3919,3,3245,3,4549,4,6809,3,3022,4,3908,2,5911,2,4573,2,2066,3,4432,3,2558,4,3192,3,4328,4,5335,3,4,3073,3,4809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,3,3,2.6,3.5,,,,,,,,,,,
"92",9853812,8593,4,5038,3,9835,3,8171,3,8654,4,10957,2,8090,4,8303,4,4522,3,6963,4,8672,2,5657,2,7792,2,5962,4,4,6666,4,8968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,2.5,3,,,,,,,,,,,
"93",9853891,6233,3,3145,3,8504,2,2562,3,3315,2,5694,3,7328,2,3549,2,3045,3,3028,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,2.9,,,,,,,,,,,,
"94",9853931,7978,3,13674,3,8749,2,5156,3,7546,1,7013,2,8951,2,6543,2,5585,3,8302,1,13572,2,5848,2,7035,2,5577,2,2,15059,2,6733,,,,,1,15806,,,7445,1,5829,1,,,6873,1,6411,1,34436,2,8487,1,16630,1,2,7313,1,8913,1,,,,,2,9628,6883,2,,,,,8667,1,4,3,3,3,3,2.9,2,,2,2,1,2,,,,2,1,1.5
"95",9853937,3701,3,2279,3,3647,3,5456,3,3775,3,4895,2,89207,2,6696,2,2932,3,6022,3,3033,3,2144,3,5545,4,3944,3,3,3447,3,3096,3086,2,,,,,1,3631,,,3117,2,,,,,5216,1,2933,2,2298,1,2834,1,2,2899,1,,,2864,2,,,2,4419,2491,2,3149,2,5960,1,,,2,3,2,3,3,2.8,3.16666666666667,1,1,,1,,1,,2,,1,1.25
"96",9853954,8223,3,7206,2,6064,4,14933,,3505,4,4915,4,11385,3,6074,1,6025,4,28311,4,13193,4,8285,3,7438,4,4853,4,4,17182,1,8268,,,10886,1,,,1,2389,,,4381,2,2,8524,5401,1,16683,2,5948,3,8120,4,7377,3,4,6189,8,,,,,8881,1,,,4329,2,,,,,12972,2,1,2,1,1,4,2.44444444444444,3.33333333333333,,1,,,,,2,,1,1,1.25
"97",9853966,5586,3,5627,3,5719,2,4520,3,5345,1,5151,2,4883,1,6927,1,4917,3,8950,4,7177,3,5584,3,8503,2,7252,2,2,12430,2,6940,7571,1,8033,1,1,6654,,,,,7560,2,,,,,7167,1,8956,1,4597,1,4608,1,2,9264,0,,,5515,1,,,2,10206,,,11498,2,9397,2,,,4,4,3,3,4,3.4,2.33333333333333,2,1,2,1,,1,,1,,,1.25
"98",9854001,8588,3,2430,2,8795,3,2997,3,3454,3,3389,3,2821,2,3510,2,2915,3,3940,3,4444,3,3815,4,17924,3,3241,4,3,3607,3,2337,,,9148,1,1,10247,2,10104,,,6527,1,2,5585,,,3817,1,6399,2,3919,1,10847,2,1,2545,2,,,,,7375,2,,,,,6648,1,,,2544,1,2,3,2,2,3,2.6,3.33333333333333,,2,2,,,2,1,,2,,1.75
"99",9854003,12108,4,4381,2,5403,4,6600,3,12503,3,4674,3,14855,3,7895,3,8813,4,8932,4,11349,4,3307,4,6260,4,6686,3,3,20789,4,4934,,,6976,1,1,5023,2,9730,4558,1,,,2,5488,,,4440,1,6057,2,4420,3,26431,2,3,7929,4,,,,,,,,,6388,1,,,8268,1,8349,1,2,2,1,2,2,2.6,3.66666666666667,,,2,,,,,2,2,2,1.75
"100",9854029,3026,4,2494,3,5044,2,5196,3,4909,3,4253,2,6971,1,3508,1,3594,4,3743,4,3475,3,5721,2,4488,3,7615,3,3,7401,3,3721,,,6469,1,2,3797,2,8190,3221,1,,,2,4867,,,5369,1,4776,2,3925,2,3698,1,1,4653,2,4055,1,3098,2,,,,,,,4476,2,,,,,2,4,3,3,4,3.4,2.83333333333333,,,1,,2,1,,,,,1.5
"101",9854037,5976,4,2769,2,3659,3,3409,2,7150,3,4458,3,4843,3,4273,1,2990,3,5187,3,5265,3,2688,3,3659,3,6050,3,2,5768,3,4518,,,7118,1,,,,,,,5109,2,,,4979,1,7670,1,4846,1,4012,2,3281,2,2,3864,2,3699,1,,,3091,1,,,2553,1,3787,1,4181,2,,,2,2,2,2,4,2.6,2.83333333333333,,1,,,2,2,2,1,,2,1.5
"102",9854117,867,2,1160,2,2740,2,850,2,1091,2,840,2,859,2,1339,2,778,2,1766,2,1347,2,6428,2,2088,2,1079,2,2,2416,2,1296,1293,2,1974,2,,,,,2474,2,,,2,2171,,,2094,2,4502,2,1859,2,2859,1,1,1719,3,,,3574,2,1513,1,1,2590,,,1350,1,,,,,3,3,3,3,3,2.5,2,1,,,2,,2,2,,,,1.875
"103",9854139,7092,4,35955,3,5772,3,35864,2,17772,3,230736,3,7067,3,8836,3,13852,3,57225,3,4067,3,5067,4,5554,3,13054,3,3,5599,3,6786,7063,2,5600,2,,,,,4592,1,3992,2,,,,,12897,1,4317,3,3586,2,20811,3,2,6776,5,3844,1,6340,2,4030,2,,,,,6071,2,,,,,2,2,2,2,2,2.5,3.16666666666667,1,1,,,2,1,1,,,,1.375
"104",9854156,,,,,,,,,,,,,,,,,,,,,4312,3,2889,2,7122,2,5209,2,2,6298,2,4704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16666666666667,,,,,,,,,,,
"105",9854196,7393,4,5463,3,4199,3,6061,2,3546,2,3079,3,6281,2,4376,2,5928,3,3930,3,4617,3,5835,3,7223,4,4656,3,3,5583,3,8766,3622,2,4531,1,1,7921,1,4541,7819,1,,,,,,,6520,1,6573,3,7717,3,4671,3,4,2636,6,,,3421,2,,,,,,,,,5431,2,3918,1,3,3,2,2,3,2.8,3.16666666666667,1,,2,,,,,1,2,,1.375
"106",9854207,5296,3,3354,3,3483,3,3116,3,2683,3,5710,3,5367,3,6932,3,5753,3,5805,3,3010,3,3021,3,5898,3,5978,2,3,4577,3,3332,3781,1,,,,,1,3734,,,,,,,5430,2,5778,1,8122,2,3245,1,5884,1,1,3176,1,3039,1,3568,2,3198,1,2,4326,,,,,4618,1,,,2,2,2,2,2,2.5,2.83333333333333,2,,,1,2,,2,2,,,1.75
"107",9854238,2937,3,3211,3,3024,3,9173,2,2183,2,2810,3,3128,2,3635,2,2174,3,2848,3,3584,4,2076,3,3814,3,2725,3,3,2568,3,4976,5395,2,,,2,5184,,,2349,1,,,,,2346,1,3499,1,6747,2,4100,1,2110,1,4,4724,1,4013,1,,,,,,,2482,2,2888,1,,,2389,1,3,3,2,2,3,2.7,3.16666666666667,1,,1,,2,2,,,2,1,1.375
"108",9854266,4280,3,5971,3,7043,3,4204,3,7323,3,4487,3,6032,4,8912,2,4612,3,7612,3,13279,3,9293,4,8454,2,5372,3,2,8250,3,4630,,,,,,,1,8467,6445,1,,,,,4426,1,9856,1,3409,2,10619,3,3929,2,1,4836,4,5899,2,3675,2,,,,,4243,2,6799,2,,,11214,1,2,1,2,2,3,2.5,2.83333333333333,,,,,1,1,,,2,1,1.25
"109",9854274,9374,3,4717,3,11611,3,3826,3,9679,4,8699,2,5452,2,10176,3,8291,3,16784,3,12709,3,5207,3,21623,2,10649,2,3,5002,2,5371,7633,1,7119,1,,,,,,,5100,1,2,3767,4228,1,8108,1,25438,3,5187,2,4949,2,3,5045,4,2909,1,,,5613,2,,,,,,,12551,2,,,1,3,2,3,2,2.6,2.5,2,2,,,2,,1,1,,,1.5
"110",9854281,2717,2,2140,2,3305,3,2841,2,2633,3,2589,4,3634,3,3383,2,2803,3,8633,3,5518,3,2731,3,3934,4,5255,3,3,6544,3,7638,7047,2,4112,1,,,,,,,6137,2,,,,,14293,2,5072,3,4383,2,3598,3,3,4612,6,,,,,6607,1,2,3887,1953,2,3764,1,,,4838,2,2,2,2,1,3,2.2,3.16666666666667,1,1,,1,,2,2,,1,1,1.25
"111",9854291,3824,3,3611,3,3698,3,3911,3,3207,3,4899,3,4695,2,6652,2,4278,3,18252,3,5136,3,3345,3,7662,2,5604,2,2,5601,3,4584,,,,,1,11048,1,4592,,,5464,1,2,5158,4485,2,4664,1,16138,1,5540,2,5870,1,1,4130,1,,,,,4288,1,,,,,,,8163,1,19056,1,2,3,2,2,3,2.7,2.5,,2,2,,,,2,2,2,,1.875
"112",9854297,7208,4,5976,2,3883,3,4942,2,5551,3,4726,3,7965,2,10838,3,4335,3,18260,3,5998,3,3221,4,7091,3,8688,1,3,4657,4,5873,6843,1,,,,,,,11123,2,3806,2,,,,,3426,3,4898,3,3907,2,11245,3,2,9734,7,5298,1,,,,,1,4526,3066,2,,,4692,2,4335,2,2,3,2,2,2,2.5,3,2,1,,2,2,,,1,1,1,1.5
"113",9854315,2611,3,2710,3,2399,3,4854,2,2224,3,4317,3,2729,2,5519,1,3053,3,3849,3,3932,4,4968,3,4270,3,2476,3,3,2198,2,4033,3456,1,3557,1,,,,,4990,1,,,2,4443,2169,2,6609,3,4878,3,3156,2,4428,2,3,3249,6,3459,1,3102,2,,,,,2452,2,,,,,,,2,3,2,2,4,2.7,3,2,,,,2,,,,,1,1.625
"114",9854337,2400,3,2151,3,2887,3,2105,3,4193,3,3204,3,3363,2,5039,2,3349,3,6441,3,4690,3,3292,3,4052,2,7545,2,2,4226,2,5820,,,4250,2,,,2,4197,,,,,2,3785,,,2985,1,5883,2,2913,2,8851,1,2,4922,2,,,,,3028,1,1,4240,3236,2,,,5751,1,3976,2,2,3,2,2,3,2.7,2.33333333333333,,,,2,,,2,2,1,1,1.75
"115",9854369,4567,3,3694,3,10779,2,5389,3,3768,1,10756,2,4506,1,6242,1,6070,4,10051,4,5014,3,3922,2,7124,2,5988,3,2,6908,2,6512,3185,1,6165,1,,,,,,,,,,,,,3913,1,3743,1,4713,1,5110,1,2,4079,0,5264,1,,,,,1,3394,2107,2,5370,1,4001,2,4673,1,4,4,3,3,4,3.5,2.33333333333333,2,,,2,2,2,,1,2,1,1.625
"116",9854433,4338,4,4491,4,3197,4,1999,3,5624,2,2967,3,3085,1,5654,1,2575,4,3028,4,4020,4,3407,3,3622,3,2411,3,2,11986,3,4905,,,,,1,5685,,,3452,1,1847,1,1,4387,,,2138,2,2721,3,1557,3,6207,2,1,3134,6,,,1942,2,,,1,3687,1648,2,,,,,7620,2,3,4,1,2,4,3.3,3,,2,2,2,,,,,1,1,1.5
"117",9854467,3626,3,2560,3,2601,1,2554,3,2476,1,4094,2,4011,2,3060,1,3159,3,3797,4,5242,2,5621,2,7143,2,4766,2,2,3323,3,6592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,4,3.4,2.16666666666667,,,,,,,,,,,
"118",9854511,,,,,,,,,,,,,,,,,,,,,2710,3,2410,3,6835,2,12133,3,3,12307,4,3920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
"119",9854521,2506,3,1755,3,2684,2,3421,3,2256,2,2547,3,3515,2,5090,2,3910,3,3342,4,4196,3,2286,4,3716,2,3260,2,3,6473,3,3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,2.83333333333333,,,,,,,,,,,
"120",9854588,2355,1,1951,1,1976,4,1786,1,1666,4,3376,3,2318,4,2082,4,2718,1,3530,1,5358,3,1702,4,2915,4,1498,4,4,4702,1,3605,3017,1,,,,,1,2984,,,,,,,2123,1,2195,4,4361,4,2874,4,1589,4,4,3894,12,4474,1,1757,2,,,1,2802,1590,2,,,,,2275,2,1,1,1,2,1,1.1,3.33333333333333,2,,,2,2,,,,1,1,1.5
"121",9854611,7752,3,19701,3,6592,2,12914,3,6722,2,8813,1,9428,1,11590,2,12162,3,12985,3,13393,3,7043,3,16372,2,7715,2,2,13199,3,21524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,4,3,3.2,2.5,,,,,,,,,,,
"122",9854636,3724,3,2692,3,2731,3,4574,3,2324,3,2697,3,3154,2,3062,2,2350,3,3332,3,4002,4,2580,4,4959,2,2708,3,3,2601,4,2604,,,3058,1,,,,,2867,1,3538,2,2,2981,2390,1,3936,1,5020,1,3061,1,2393,1,2,2891,0,2881,1,,,3070,1,,,,,,,5370,1,,,2,3,2,2,3,2.7,3.33333333333333,,1,,,2,,2,2,,,1.5
"123",9854740,2022,3,1714,3,2349,3,1699,3,1885,3,2448,3,2343,2,2480,2,2666,3,2403,3,2610,3,1867,3,3143,2,3696,3,3,2854,3,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,2.7,2.83333333333333,,,,,,,,,,,
"124",9854756,5794,4,2893,4,4303,2,3241,4,4990,1,6410,2,4721,2,6071,2,1974,4,1892,4,3400,2,4044,2,9930,2,2775,1,3,7415,2,5185,10833,2,,,,,1,4060,,,2787,1,,,,,7365,1,5115,1,2004,1,1951,1,3,6125,0,2615,1,2265,2,,,2,2762,,,2797,1,2952,1,,,4,3,3,3,3,3.6,2,1,2,,1,2,2,,2,,,1.625
"125",9854791,19403,3,13818,3,5031,3,10885,2,8918,3,16754,3,30050,2,17184,2,6044,3,20034,3,5784,3,5235,3,11169,2,5971,2,2,11634,3,31358,7797,1,,,2,7103,,,,,11769,2,2,7976,,,6915,1,15969,1,18839,2,5984,1,1,4405,1,25757,1,,,63669,2,2,7470,,,34337,2,,,,,2,3,2,2,3,2.6,2.5,2,1,1,1,2,1,1,,,,1.375
"126",9854793,10703,4,4028,4,6330,3,4665,4,6829,1,5847,3,5852,1,26079,1,3772,4,4707,4,9723,3,8533,3,8596,2,7099,3,2,16096,2,5902,6720,1,6902,1,,,2,5050,,,,,,,,,6969,1,10454,1,3941,1,4763,1,2,9652,0,7437,1,,,7025,2,,,3643,2,6760,1,,,4566,2,4,4,2,2,4,3.6,2.5,2,,,,2,2,1,,1,1,1.5
"127",9854794,5607,3,4040,3,5020,2,2877,4,4245,2,8507,3,7942,1,20637,1,7946,4,13564,3,22520,3,5577,3,9510,1,23617,2,2,19544,2,8042,6459,1,,,,,,,4213,2,6069,1,1,13542,,,8107,1,1990,1,9579,2,2464,1,3,6645,1,7977,1,11942,1,,,1,4711,2637,2,,,,,,,3,4,3,2,4,3.3,2.16666666666667,2,2,,2,2,,,,,1,1.625
"128",9854806,3209,3,2292,4,8457,2,2913,3,3632,2,4950,3,2742,2,3231,2,5075,4,5016,4,13563,3,7085,4,7487,3,9055,2,2,3860,2,5590,5041,2,,,,,,,3876,2,,,,,4768,1,3118,1,8404,2,4025,2,7228,1,2,4145,2,,,2420,2,,,,,2151,2,5679,1,5746,1,7150,2,3,3,3,2,3,3.2,2.66666666666667,1,,,,,2,,2,1,1,1.5
"129",9854835,18295,3,10912,3,5318,1,4132,4,6881,1,13113,2,11069,1,9731,1,6338,3,14123,3,9163,3,8859,3,15517,3,9439,3,3,7785,3,4823,8295,1,,,,,2,6146,9879,1,6309,1,,,,,10163,1,2529,1,4714,1,14665,1,3,9449,0,,,5978,2,7497,1,,,,,11135,1,11062,1,,,4,4,4,3,4,3.5,3,2,2,,,,2,2,2,,,1.875
"130",9854841,8946,4,19427,3,11329,3,7822,4,7249,3,14166,2,9656,2,12066,3,6937,4,11070,3,22730,2,10331,4,20830,3,29907,1,4,28755,1,8631,,,14868,2,1,6803,2,7984,12832,2,,,2,7095,,,27275,1,44785,2,11861,3,11889,2,3,10085,4,8821,1,,,12716,2,1,9910,,,,,,,,,2,3,2,3,2,3,2.5,,,2,2,2,,1,,,,1.875
"131",9854848,2758,3,2405,3,3447,3,4680,3,3158,3,3608,3,5681,2,4130,2,3114,3,5186,3,3771,3,6421,3,9443,3,3006,2,2,5226,3,3325,4284,1,,,1,3130,1,2469,,,,,,,,,5639,2,5789,2,4166,2,5223,2,3,2848,4,3875,2,2817,1,,,1,3319,,,,,2661,1,3456,1,2,3,2,2,3,2.7,2.66666666666667,2,,2,2,1,,,2,2,,1.625
"132",9854858,3670,2,2894,2,2435,3,3215,2,5530,2,3007,3,5972,2,3022,2,4443,3,3346,3,4991,2,5954,4,4261,3,3765,2,3,4663,3,4186,3767,2,,,,,1,3438,4406,1,3033,2,,,2952,1,6250,1,7332,2,4000,3,4051,3,3,3587,5,4269,1,,,,,,,,,3455,2,3798,2,,,3,3,2,2,3,2.5,2.83333333333333,1,1,,,2,1,,1,,,1.125
